id,name,source_type,source_name
2712,Snowsoft Nibbler,DROP,Drop
2713,Mustyfur Snooter,VENDOR,Vendor
2755,Adventurous Hopling,DROP,Drop
2756,Irradiated Elementaling,DROP,Drop
2757,Slimy Otter,DROP,Drop
2661,Rustyroot Snooter,WILDPET,Pet Battle
2662,Duskytooth Snooter,WILDPET,Pet Battle
2684,Glittering Diamondshell,DROP,Drop
2693,Spawn of Nalaada,DROP,Drop
2714,OOX-35/MG,DROP,Drop
2715,Lost Robogrip,DROP,Drop
2758,Slimy Eel,DROP,Drop
2760,Slimy Octopode,DROP,Drop
2761,Slimy Fangtooth,DROP,Drop
2762,Slimy Darkhunter,DROP,Drop
2551,Baby Stonehide,DROP,Drop
2552,Leatherwing Screecher,VENDOR,Vendor
2553,Rotting Ghoul,DROP,Drop
2685,Sandclaw Nestseeker,QUEST,Quest
2716,Utility Mechanoclaw,PROFESSION,Profession
2870,Wailing Lasher,VENDOR,Vendor
2717,Microbot XD,PROFESSION,Profession
2763,Slimy Hermit Crab,DROP,Drop
2765,Slimy Sea Slug,DROP,Drop
2776,Rikki,PROMOTION,Promotion
2554,Needleback Pup,DROP,Drop
2555,Albino Duskwatcher,VENDOR,Vendor
2556,Shadefeather Hatchling,DROP,Drop
2558,Lord Woofington,DROP,Drop
2686,Pearlescent Glimmershell,VENDOR,Vendor
2718,Microbot 8D,DROP,Drop
2753,Spraybot 0D,DROP,Drop
2766,Armored Vaultbot,DROP,Drop
2564,Rebuilt Gorilla Bot,DROP,Drop
2565,Rebuilt Mechanical Spider,DROP,Drop
2566,Albatross Hatchling,DROP,Drop
2557,Firesting Buzzer,DROP,Drop
2687,Lustrous Glimmershell,QUEST,Quest
2795,Jenafur,DROP,Drop
2798,Plagueborn Slime,QUEST,Quest
2767,Burnout,ACHIEVEMENT,Achievement
2567,Crimson Bat Pup,DROP,Drop
2568,Cobalt Raven,DROP,Drop
2569,Violet Abyssal Eel,DROP,Drop
2559,Tonguelasher,DROP,Drop
2560,Scritches,DROP,Drop
2688,Brilliant Glimmershell,QUEST,Quest
2839,Void-Scarred Hare,DROP,Drop
2840,Void-Scarred Cat,DROP,Drop
2841,Void-Scarred Rat,DROP,Drop
2842,Anomalus,DROP,Drop
2843,Void-Scarred Beetle,DROP,Drop
2844,Reek,ACHIEVEMENT,Achievement
2845,K'uddly,DROP,Drop
2846,Corrupted Tentacle,DROP,Drop
2847,Rotbreath,DROP,Drop
2832,Muar,DROP,Drop
2833,Void-Scarred Anubisath,DROP,Drop
2834,Aqir Hivespawn,DROP,Drop
2835,Ra'kim,DROP,Drop
2848,Aqir Tunneler,DROP,Drop
2849,Pygmy Camel,VENDOR,Vendor
2836,Eye of Corruption,DROP,Drop
2837,Gloop,DROP,Drop
2838,C'Thuffer,DROP,Drop
2850,Cursed Dune Watcher,DROP,Drop
2851,Wicked Lurker,DROP,Drop
2852,Jade Defender,DROP,Drop
2853,Windfeather Chick,VENDOR,Vendor
2863,Oasis Void-Duster,WILDPET,Pet Battle
2864,Void-Scarred Locust,WILDPET,Pet Battle
2865,Voidskimmer,WILDPET,Pet Battle
2866,Voidglower,WILDPET,Pet Battle
2867,Golden Chirper,WILDPET,Pet Battle
2872,Shadowbarb Hatchling,QUEST,Quest
2908,Chirpy Valeshrieker,DROP,Drop
2909,Cloudfeather Fledgling,DROP,Drop
3067,Spriggan Trickster,ACHIEVEMENT,Achievement
3041,Death Seeker,ACHIEVEMENT,Achievement
2921,Gorm Harrier,DROP,Drop
2889,PHA7-YNX,PROFESSION,Profession
2911,Amber Glitterwing,DROP,Drop
2913,Fuzzy Shimmermoth,QUEST,Quest
2914,Starry Dreamfoal,QUEST,Quest
3047,Spinebug,DROP,Drop
3008,Lost Quill,DROP,Drop
2888,Glimr,QUEST,Quest
3009,The Count,DROP,Drop
3010,Sinfall Screecher,DROP,Drop
2915,Willowbreeze,VENDOR,Vendor
2916,Hungry Burrower,DROP,Drop
2890,Sunny,PETSTORE,In-Game Shop
3037,Dread,DROP,Drop
3040,Sharpclaw,DROP,Drop
3042,Ruffle,VENDOR,Vendor
3043,Jiggles,VENDOR,Vendor
2918,Grubby,QUEST,Quest
2919,Gorm Rootstinger,WILDPET,Pet Battle
2920,Gorm Needler,DROP,Drop
3006,Stoneskin Dredwing Pup,DROP,Drop
3007,Rosetipped Spiderling,WILDPET,Pet Battle
2922,Devouring Animite,DROP,Drop
3050,Bleak Skitterer,WILDPET,Pet Battle
3051,Animated Cruor,WILDPET,Pet Battle
3030,Ashen Chomper,DROP,Drop
3033,Maw Stalker,DROP,Drop
2924,Tranquil Wader,WILDPET,Pet Battle
3052,Necroray Spawnling,WILDPET,Pet Battle
2923,Pearlwing Heron,VENDOR,Vendor
3029,Maw Crawler,DROP,Drop
3032,Frenzied Mawrat,DROP,Drop
3035,Lavender Nibbler,DROP,Drop
2892,Bound Lightspawn,DROP,Drop
2893,Animated Tome,DROP,Drop
2894,Burdened Soul,DROP,Drop
3034,Torghast Lurker,DROP,Drop
3036,Will of Remornia,DROP,Drop
3038,Undying Deathroach,DROP,Drop
2895,Lost Soul,WILDPET,Pet Battle
2896,Primordial Bogling,DROP,Drop
3054,Archivist's Quill,VENDOR,Vendor
3039,Decaying Mawrat,DROP,Drop
2897,Wrathling,DROP,Drop
2898,Raw Emotion,DROP,Drop
3044,Spinemaw Gormling,DROP,Drop
2878,Renny,QUEST,Quest
2899,Court Messenger,VENDOR,Vendor
2901,Trapped Stonefiend,DROP,Drop
2900,Dal,QUEST,Quest
2903,Crimson Dredwing Pup,DROP,Drop
2902,Dusky Dredwing Pup,WILDPET,Pet Battle
3014,Mire Creeper,WILDPET,Pet Battle
3015,Withering Creeper,WILDPET,Pet Battle
2907,Rocky,DROP,Drop
2904,Violet Dredwing Pup,VENDOR,Vendor
2905,Dodger,DROP,Drop
2910,Floofa,VENDOR,Vendor
2917,"Gloober, as G'huun",VENDOR,Vendor
3190,Vicious Leporid,WILDPET,Pet Battle
2946,Pernicious Bonetusk,DROP,Drop
2948,Boneweave Hatchling,DROP,Drop
3115,Clinging Remains,WILDPET,Pet Battle
3116,Invasive Buzzer,DROP,Drop
3117,Amaranthine Stinger,DROP,Drop
3173,Bufonid Croaker,WILDPET,Pet Battle
2960,Invertebrate Oil,DROP,Drop
2964,Foulwing Buzzer,DROP,Drop
2925,Golden Cloudfeather,DROP,Drop
2957,Writhing Spine,DROP,Drop
3118,Scurrying Mawrat,WILDPET,Pet Battle
3174,Archetype of Discovery,PROFESSION,Profession
2932,Silvershell Snapper,DROP,Drop
2940,Devoured Wader,DROP,Drop
3200,Scarlet Proto Avian,WILDPET,Pet Battle
3119,Lost Limb,WILDPET,Pet Battle
3189,Archetype of Multiplicity,PROFESSION,Profession
3079,Winterleaf Spriggan,ACHIEVEMENT,Achievement
3019,Stemmins,VENDOR,Vendor
3011,Battie,VENDOR,Vendor
2926,Fledgling Teroclaw,WILDPET,Pet Battle
2928,Helpful Glimmerfly,QUEST,Quest
2929,Vibrant Glimmerfly,WILDPET,Pet Battle
3141,Wild Corpsefly,WILDPET,Pet Battle
2959,Micromancer,DROP,Drop
2961,Sludge Feeler,DROP,Drop
2962,Toenail,VENDOR,Vendor
3012,Stony,DROP,Drop
3016,Fun Guss,VENDOR,Vendor
2930,Glimmerpool Hatchling,WILDPET,Pet Battle
2931,Brightscale Hatchling,VENDOR,Vendor
2947,Luminous Webspinner,DROP,Drop
2954,Plaguelouse Larva,VENDOR,Vendor
3017,Leafadore,VENDOR,Vendor
3018,Trootie,VENDOR,Vendor
2933,Sable,VENDOR,Vendor
2934,Goldenpaw Kit,VENDOR,Vendor
2935,Purity,DROP,Drop
2944,Oonar's Arm,DROP,Drop
2945,Corpulent Bonetusk,VENDOR,Vendor
3020,Runelight Leaper,DROP,Drop
3023,Sir Reginald,VENDOR,Vendor
2936,Copperfur Kit,WILDPET,Pet Battle
2938,Gilded Wader,DROP,Drop
2941,Indigo,VENDOR,Vendor
2942,Spirited Skyfoal,DROP,Drop
3022,Shimmerbough Hoarder,DROP,Drop
2937,Rustfur Kit,WILDPET,Pet Battle
2927,Fluttering Glimmerfly,WILDPET,Pet Battle
2939,Wader Chick,WILDPET,Pet Battle
2943,Wild Etherwyrm,WILDPET,Pet Battle
2955,Corpselouse Larva,DROP,Drop
3120,Grip of Terror,WILDPET,Pet Battle
3121,Grappling Gauntlet,DROP,Drop
3122,Irongrasp,DROP,Drop
3123,Deathroach,WILDPET,Pet Battle
3080,Verdant Kit,WILDPET,Pet Battle
3081,Decay Grub,WILDPET,Pet Battle
3082,Starmoth,WILDPET,Pet Battle
2958,Backbone,VENDOR,Vendor
3124,Vile Deathroach,WILDPET,Pet Battle
3125,Golden Eye,DROP,Drop
3126,Eye of Affliction,WILDPET,Pet Battle
2952,Bubbling Pustule,DROP,Drop
2949,Skittering Venomspitter,DROP,Drop
3013,Bloodlouse Larva,DROP,Drop
3021,Deepwood Leaper,WILDPET,Pet Battle
3127,Chompy,DROP,Drop
3128,Eye of Allseeing,DROP,Drop
3129,Eye of Extermination,DROP,Drop
3130,Gilded Darknight,DROP,Drop
3100,Timeless Mechanical Dragonling,VENDOR,Vendor
3101,Sly,ACHIEVEMENT,Achievement
3102,Animite Broodling,WILDPET,Pet Battle
3153,Blinky,PETSTORE,In-Game Shop
3175,Murkastrasza,PROMOTION,Promotion
2963,Mu'dud,VENDOR,Vendor
3061,Steward Featherling,VENDOR,Vendor
3062,Lost Featherling,DROP,Drop
3063,Larion Pouncer,DROP,Drop
3131,Mawsworn Minion,DROP,Drop
3132,Mord'al Eveningstar,ACHIEVEMENT,Achievement
3133,Rook,DROP,Drop
3134,Anxious Nibbler,WILDPET,Pet Battle
3045,Iridescent Ooze,DROP,Drop
3103,Copperback Etherwyrm,DROP,Drop
3104,Ruby Baubleworm,VENDOR,Vendor
3105,Turquoise Baubleworm,VENDOR,Vendor
3176,Tunneling Vombata,PROFESSION,Profession
3064,Larion Cub,DROP,Drop
3065,Courage,DROP,Drop
3083,Crawbat,WILDPET,Pet Battle
3179,Archetype of Animation,PROFESSION,Profession
3135,Young Garnetgullet,WILDPET,Pet Battle
3136,Korthian Specimen,DROP,Drop
3106,Topaz Baubleworm,VENDOR,Vendor
3107,Gurgl,QUEST,Quest
3178,Archetype of Motion,PROFESSION,Profession
3137,Mosscoated Gromit,DROP,Drop
3138,Domestic Aunian,VENDOR,Vendor
3108,Curious Purrkin,WILDPET,Pet Battle
3109,Silver Purrkin,WILDPET,Pet Battle
3139,Devourling,WILDPET,Pet Battle
3140,Gnashtooth,DROP,Drop
2950,Clutch,WILDPET,Pet Battle
3110,Gizmo,DROP,Drop
3111,Damp Skrat,WILDPET,Pet Battle
3188,Trub'ul,,
2956,Feasting Larva,DROP,Drop
2953,Shy Melvin,DROP,Drop
3112,Scavenging Skrat,WILDPET,Pet Battle
3113,Rarity,DROP,Drop
3114,Fodder,DROP,Drop
3066,Lucy,DROP,Drop
2965,Bloodfeaster Spiderling,VENDOR,Vendor
2967,Dredger Butler,QUEST,Quest
3197,Archetype of Metamorphosis,PROFESSION,Profession
3170,Resonant Echo,PROFESSION,Profession
3171,Omnipotential Core,PROFESSION,Profession
3172,Geordy,DROP,Drop
3169,Archetype of Focus,PROFESSION,Profession
3024,Char,DROP,Drop
3049,Pulsating Maggot,WILDPET,Pet Battle
3177,Drakks,PROMOTION,Promotion
2966,Sinheart,VENDOR,Vendor
3027,Hissing Deathroach,DROP,Drop
3092,Squibbles,DROP,Drop
3097,Flawless Amethyst Baubleworm,VENDOR,Vendor
2891,Blushing Spiderling,DROP,Drop
3098,Lil' Abom,DROP,Drop
3099,Infused Etherwyrm,DROP,Drop
2912,Dusty Sporeflutterer,VENDOR,Vendor
3181,Archetype of Serenity,PROFESSION,Profession
3180,Venomous Bufonid,WILDPET,Pet Battle
3046,Putrid Geist,VENDOR,Vendor
3025,Carpal,DROP,Drop
3026,Tower Deathroach,DROP,Drop
3028,Severs,DROP,Drop
3191,Timid Leporid,WILDPET,Pet Battle
3196,Proto Avian Fledgling,WILDPET,Pet Battle
3262,Violet Violence,ACHIEVEMENT,Achievement
3272,Pricklefury Hare,WILDPET,Pet Battle
3273,Magma Slug,WILDPET,Pet Battle
3368,Shiverweb Broodling,ACHIEVEMENT,Achievement
3053,Moon-Touched Netherwhelp,PROMOTION,Promotion
3202,Tarachnid Stalker,WILDPET,Pet Battle
3220,Archetype of Satisfaction,PROFESSION,Profession
3222,Shelly,PROFESSION,Profession
3223,Ambystan Darter,PROFESSION,Profession
3224,Fierce Scarabid,PROFESSION,Profession
3256,Jeweled Onyx Whelpling,PROFESSION,Profession
3248,Ichabod,PETSTORE,In-Game Shop
3255,Buttercup,VENDOR,Vendor
3260,Snowy Treeflitter,WILDPET,Pet Battle
3261,Wakyn,DROP,Drop
3242,Lil' Maka'jin,VENDOR,Vendor
3251,Buzzworth,VENDOR,Vendor
3252,Garrlok,TRADINGPOST,Trading Post
3253,Crushhoof,VENDOR,Vendor
3203,Tarachnid Ambusher,WILDPET,Pet Battle
3204,Archetype of Survival,PROFESSION,Profession
3243,Pippin,VENDOR,Vendor
3216,Ambystan Snapper,WILDPET,Pet Battle
3217,Aurelid Floater,WILDPET,Pet Battle
3218,Enraged Poultrid,WILDPET,Pet Battle
3219,Predatory Helicid,WILDPET,Pet Battle
3236,Gnomelia Gearheart,PROMOTION,Promotion
3221,Lightless Tormentor,ACHIEVEMENT,Achievement
3244,Drazka'zet the Wrathful,VENDOR,Vendor
3211,Archetype of Malice,PROFESSION,Profession
3214,Momma Vombata,WILDPET,Pet Battle
3249,Lil' Ursoc,PETSTORE,In-Game Shop
3250,Egbob,VENDOR,Vendor
3254,Watcher of the Huntress,VENDOR,Vendor
3342,Spyragos,QUEST,Quest
3331,Emmah,PROFESSION,Profession
3332,Patos,DROP,Drop
3480,Endmite,WILDPET,Pet Battle
3481,Stonewhisker,WILDPET,Pet Battle
3524,Devourer Lobstrok,DROP,Drop
3525,Abyssal Lurker,WILDPET,Pet Battle
3526,Snapjaw Lurker,,
3527,Void Lurker,,
3528,Paulie,VENDOR,Vendor
3366,Kindlet,WILDPET,Pet Battle
3276,Treeflitter,WILDPET,Pet Battle
3278,Pistachio,VENDOR,Vendor
3279,Bronze Racing Enthusiast,ACHIEVEMENT,Achievement
3280,Shyfly,WILDPET,Pet Battle
3344,Jeweled Sapphire Whelpling,PROFESSION,Profession
3333,Berylmane,DROP,Drop
3334,Time-Lost Vorquin Foal,VENDOR,Vendor
3482,Cobbleshell,WILDPET,Pet Battle
3515,Annuna,QUEST,Quest
3225,Violent Poultrid,PROFESSION,Profession
3226,Multichicken,PROFESSION,Profession
3227,Stabilized Geomental,PROFESSION,Profession
3259,Shaggy,DROP,Drop
3415,Cubbly,DROP,Drop
3425,[DNT] Storm Pet Boss - Rare,,
3345,Jeweled Amber Whelpling,PROFESSION,Profession
3346,Jeweled Ruby Whelpling,PROFESSION,Profession
3427,Driftling,VENDOR,Vendor
3516,Crimson Swoglet,VENDOR,Vendor
3446,Vortex,QUEST,Quest
3447,Tremblor,QUEST,Quest
3448,Wildfire,QUEST,Quest
3449,Flow,QUEST,Quest
3529,Rango,VENDOR,Vendor
3207,Archetype of Cunning,PROFESSION,Profession
3208,Red Viperid,WILDPET,Pet Battle
3209,King Viperid,WILDPET,Pet Battle
3210,Green Viperid,WILDPET,Pet Battle
3347,Jeweled Emerald Whelpling,PROFESSION,Profession
3348,Primal Stormling,QUEST,Quest
3247,Pocopoc,VENDOR,Vendor
3213,Vombata Pup,WILDPET,Pet Battle
3269,Azure Frillfish,DROP,Drop
3477,Puddlehopper,WILDPET,Pet Battle
3541,Ridged Shalewing,DROP,Drop
3350,Lord Basilton,QUEST,Quest
3517,Bronze Swoglet,,
3483,Boulderfang,WILDPET,Pet Battle
3484,Slabwing,WILDPET,Pet Battle
3485,Hollow Moth,WILDPET,Pet Battle
3245,Helpful Workshop Bot,WORLDEVENT,World Event
3406,Lady Feathersworth,ACHIEVEMENT,Achievement
3511,Blaise,DROP,Drop
3518,Lettuce,ACHIEVEMENT,Achievement
3266,Black Slyvern Pup,WILDPET,Pet Battle
3416,Troubled Tome,VENDOR,Vendor
3417,Pinkie,VENDOR,Vendor
3550,Undermoth,WILDPET,Pet Battle
3205,Metallic Scarabid,WILDPET,Pet Battle
3212,Bloodsucker Vespoid,WILDPET,Pet Battle
3512,Ambre,DROP,Drop
3359,Snowclaw Cub,WORLDEVENT,World Event
3360,Bugbiter Tortoise,WORLDEVENT,World Event
3361,Diamond Crab,WILDPET,Pet Battle
3362,Sapphire Crab,DROP,Drop
3365,Roseate Hopper,DROP,Drop
3237,E'rnee,QUEST,Quest
3321,Blackfeather Nester,DROP,Drop
3475,Volatile Self-Driving Toolbox,PROMOTION,Promotion
3378,Magic Nibbler,VENDOR,Vendor
3379,Crimson Proto-Whelp,VENDOR,Vendor
3539,Roseshell,,
3540,Brulee,QUEST,Quest
3513,Azure Swoglet,,
3514,Emerald Swoglet,,
4264,Fyrn,,
3246,Tezpet,,
3530,Miloh,VENDOR,Vendor
3531,Rusty,,
3380,Black Skitterbug,VENDOR,Vendor
3381,Gray Marmoni,VENDOR,Vendor
3542,Soot-Stained Shalewing,TRADINGPOST,Trading Post
3292,Phoenix Wishwing,QUEST,Quest
3293,Ashenwing,DROP,Drop
3294,Gerald,ACHIEVEMENT,Achievement
3295,Igneoid,WILDPET,Pet Battle
3296,Palamanther,WILDPET,Pet Battle
3297,Time-Lost Salamanther,PROMOTION,Promotion
3299,Echo of the Depths,DROP,Drop
3300,Ironbeak Duck,WILDPET,Pet Battle
3301,Wild Duckling,WILDPET,Pet Battle
3302,Pilot,QUEST,Quest
3532,Amador,,
3533,Brul,DROP,Drop
3534,Jerrie,,
3536,Bashful,QUEST,Quest
3229,Archetype of Renewal,PROFESSION,Profession
3230,Terror Jelly,PROFESSION,Profession
3231,Prototickles,PROFESSION,Profession
3232,Leaping Leporid,PROFESSION,Profession
3233,Archetype of Vigilance,PROFESSION,Profession
3234,Viperid Menace,PROFESSION,Profession
3235,Microlicid,PROFESSION,Profession
3491,Arfus,DROP,Drop
3519,Byrn,,
3201,Archetype of Predation,PROFESSION,Profession
3535,Diamondshell,VENDOR,Vendor
3206,Emerald Scarabid,WILDPET,Pet Battle
3405,Living Mud Mask,QUEST,Quest
3543,Ravenous Shalewing,WILDPET,Pet Battle
3303,Mallard Duckling,VENDOR,Vendor
3306,Quack-E,PROFESSION,Profession
3307,Plucky Duckling,WILDPET,Pet Battle
3309,Viridescent Duck,DROP,Drop
3310,Echo of the Heights,DROP,Drop
3311,Ohuna Companion,DROP,Drop
3313,Grassland Stomper,WILDPET,Pet Battle
3316,Lubbins,QUEST,Quest
3317,Hoofhelper,VENDOR,Vendor
3318,Thunderfoot Calf,WILDPET,Pet Battle
3403,Blue Dasher,WILDPET,Pet Battle
3404,Polliswog,WILDPET,Pet Battle
3486,Lithengale,WILDPET,Pet Battle
3544,Shalewing Devourer,WILDPET,Pet Battle
3545,Salverun,DROP,Drop
3546,Skaarn,DROP,Drop
3547,Jade Cragviper,WILDPET,Pet Battle
3319,Yipper,QUEST,Quest
3320,Whitewhisker,WILDPET,Pet Battle
3407,Scout,VENDOR,Vendor
3408,Petal,VENDOR,Vendor
3487,Scarlapod,WILDPET,Pet Battle
3488,Deepridger,WILDPET,Pet Battle
3489,Sunglow Cobra,WILDPET,Pet Battle
3579,Ysergle,PROMOTION,Promotion
3274,Alvin the Anvil,PROFESSION,Profession
3275,Chestnut,DROP,Drop
3351,Grizzlefur Cub,WILDPET,Pet Battle
3352,Razortooth Bear Cub,WILDPET,Pet Battle
3353,Stoneshell,WILDPET,Pet Battle
3354,Storm-Touched Ottuk,WILDPET,Pet Battle
3322,Woodbiter Piculet,WILDPET,Pet Battle
3323,Brightfeather,DROP,Drop
3263,Secretive Frogduck,ACHIEVEMENT,Achievement
3264,Crystalline Mini-Monster,ACHIEVEMENT,Achievement
3265,Mister Muskoxeles,ACHIEVEMENT,Achievement
3367,Emberling,WILDPET,Pet Battle
3376,Chip,VENDOR,Vendor
3537,Thimblerig,VENDOR,Vendor
3538,Tricky,QUEST,Quest
3286,Mister Toots,QUEST,Quest
3287,Ghostflame,VENDOR,Vendor
3288,Trunkalumpf,WILDPET,Pet Battle
3289,Echo of the Inferno,DROP,Drop
3290,Bunbo,DROP,Drop
3291,Scruffles,DROP,Drop
3335,Pale Baby Vorquin,WILDPET,Pet Battle
3325,Bakar Companion,DROP,Drop
3326,Backswimmer Timbertooth,VENDOR,Vendor
3490,Ebonwing Moth,WILDPET,Pet Battle
3493,Roland,ACHIEVEMENT,Achievement
3520,Jade Skitterbug,,
3270,Jean's Lucky Fish,VENDOR,Vendor
3336,Vorquin Runt,WILDPET,Pet Battle
3338,Kobaldt,DROP,Drop
3355,Echo of the Cave,DROP,Drop
3356,Chalkshell Turtle,WILDPET,Pet Battle
3357,Azure Crystalspine,WILDPET,Pet Battle
3358,Crimsonspine,WILDPET,Pet Battle
3327,Dusky Timbertooth,WILDPET,Pet Battle
3328,Tiny Timbertooth,WILDPET,Pet Battle
3476,Gilded Mechafrog,DROP,Drop
3478,Rock Martin,WILDPET,Pet Battle
3215,Mawtouched Geomental,WILDPET,Pet Battle
3548,Aquapo,DROP,Drop
3549,Heartseeker Moth,WORLDEVENT,World Event
3329,Storm-Touched Timbertooth,WILDPET,Pet Battle
3330,Buckie,VENDOR,Vendor
3414,Obsidian Proto-Whelp,VENDOR,Vendor
3479,Yellabon,WILDPET,Pet Battle
3521,Lord Stantley,DROP,Drop
3522,Savage Lobstrok,,
3523,Cheddar,VENDOR,Vendor
3281,Scruffy Ottuk,WILDPET,Pet Battle
3282,Swoglet,WILDPET,Pet Battle
3283,Snowlemental,WILDPET,Pet Battle
3284,Whiskuk,VENDOR,Vendor
3285,Luvvy,DROP,Drop
3589,Rusziona,QUEST,Quest
4287,Reverie,VENDOR,Vendor
4288,Blueloo,ACHIEVEMENT,Achievement
3551,Teardrop Moth,DROP,Drop
3552,Rithro,QUEST,Quest
3553,Nelthara,QUEST,Quest
3554,Senega,,
3555,Axel,ACHIEVEMENT,Achievement
3556,Kromos,,
4275,Flooftalon,WILDPET,Pet Battle
4276,Fol'ya Pup,WILDPET,Pet Battle
4277,Sapnibbler,WILDPET,Pet Battle
4263,Tobias,DROP,Drop
3590,Belastrasza,QUEST,Quest
3596,Kabluey,DROP,Drop
3582,Blub,TRADINGPOST,Trading Post
3588,Iggy,QUEST,Quest
4303,Snaggletoof,WILDPET,Pet Battle
3597,Princess Vorquistrasza,QUEST,Quest
3598,Zhusadormu,QUEST,Quest
3599,Zalethgos,QUEST,Quest
3600,Pallibrius,QUEST,Quest
3601,Posidriss,QUEST,Quest
3602,Somnius,QUEST,Quest
4278,Leyhart,WILDPET,Pet Battle
4279,Slumbertooth,WILDPET,Pet Battle
4280,Pewling,WILDPET,Pet Battle
4285,Sergeant Quackers,ACHIEVEMENT,Achievement
4286,Aura,PROMOTION,Promotion
3557,Roggy,ACHIEVEMENT,Achievement
4302,Pale Slumbertooth,WILDPET,Pet Battle
4255,Briarhorn Hatchling,WORLDEVENT,World Event
4257,Gill'dan,WORLDEVENT,World Event
4258,Jeepers,WORLDEVENT,World Event
4259,Doomrubble,WORLDEVENT,World Event
4260,Killbot 9000,WORLDEVENT,World Event
4261,Obsidian Warwhelp,WORLDEVENT,World Event
4262,N'Ruby,WORLDEVENT,World Event
4289,Dreamborne Scarab,VENDOR,Vendor
4290,Dreamhoof,VENDOR,Vendor
4291,Ivy,ACHIEVEMENT,Achievement
4292,Memorie,VENDOR,Vendor
4295,Napps,VENDOR,Vendor
4296,Snoozles,VENDOR,Vendor
3580,Baa'lial,PROMOTION,Promotion
3581,Mote of Nasz'uro,DISCOVERY,Discovery
3578,Newsy,QUEST,Quest
4266,Squally,PROMOTION,Promotion
4297,Kal'andu,QUEST,Quest
4298,Seedle,VENDOR,Vendor
4299,Dustite,VENDOR,Vendor
4300,Somnolet,VENDOR,Vendor
4267,Lil' Maggz,,
4304,Dream Badger,WILDPET,Pet Battle
4305,Snoots,VENDOR,Vendor
4306,Elmer,VENDOR,Vendor
4307,Spruce,VENDOR,Vendor
4265,Lil' Frostwing,ACHIEVEMENT,Achievement
4308,Juniper,VENDOR,Vendor
4253,Slyvy,PROMOTION,Promotion
4450,Remembered Riverpaw,VENDOR,Vendor
4568,Whoopy,PETSTORE,In-Game Shop
4569,Lil' Manny,,
4602,Claudius,TRADINGPOST,Trading Post
4435,Happy,DROP,Drop
4548,Marrlok,TRADINGPOST,Trading Post
4565,Trishi,TRADINGPOST,Trading Post
4566,Worgli the Apprehensive,TRADINGPOST,Trading Post
4485,Mossy Snail,WILDPET,Pet Battle
4483,Vile Bloodtick,WILDPET,Pet Battle
4484,Frenzied Bloodtick,WILDPET,Pet Battle
4451,Remembered Construct,VENDOR,Vendor
4452,Remembered Spawn,VENDOR,Vendor
4570,Cinderwold Sizzlestinger,QUEST,Quest
4571,Pinkskin Burrower,WILDPET,Pet Battle
4542,Slim,QUEST,Quest
4543,Sir Shady Mrrgglton Junior,VENDOR,Vendor
4544,Umbral Amalgam,WILDPET,Pet Battle
4545,Clay Stonecharger,,
4546,Sandstone Ramolith,VENDOR,Vendor
4436,Pokee,PROMOTION,Promotion
4309,Drowsey,VENDOR,Vendor
4310,Snorr,VENDOR,Vendor
4311,Mitzy,PROMOTION,Promotion
4595,Lil' Flameo,PROMOTION,Promotion
4589,Gale,PROMOTION,Promotion
4590,Flash,PROMOTION,Promotion
4591,Thundo,PROMOTION,Promotion
4581,Ruby-Eyed Stagshell,ACHIEVEMENT,Achievement
4582,Rak-Ush Battleshell,QUEST,Quest
4316,Lil' Wrathion,PROMOTION,Promotion
4421,Hoplet,PETSTORE,In-Game Shop
4409,Lovely Duckling,WORLDEVENT,World Event
4410,Beetriz,PROMOTION,Promotion
4411,Reese,ACHIEVEMENT,Achievement
4412,Hap'he,ACHIEVEMENT,Achievement
4498,Ebon Ploughworm,WILDPET,Pet Battle
4499,Common Ploughworm,WILDPET,Pet Battle
4500,Lil' Bonechewer,ACHIEVEMENT,Achievement
4506,Violet Sporbit,DROP,Drop
4507,Hemospore,WILDPET,Pet Battle
4521,Subterranean Dartswog,WILDPET,Pet Battle
4522,Troglofrog,WILDPET,Pet Battle
4599,Mind Slurp,DROP,Drop
4425,Glamrok,DROP,Drop
4426,Bubbles,DROP,Drop
4407,Nelle,PROMOTION,Promotion
4594,Dalaran Sewer Turtle,DISCOVERY,Discovery
4495,Skippy,VENDOR,Vendor
4496,Wriggle,DROP,Drop
4510,Winged Arachnoid,WILDPET,Pet Battle
4511,Venomwing,VENDOR,Vendor
4512,Sceaduthax,,
4513,Pillarnest Bonedrinker,DROP,Drop
4514,Fallowspark Glowfly,WILDPET,Pet Battle
4515,Azure Flickerfly,WILDPET,Pet Battle
4516,Vibrant Glowfly,WILDPET,Pet Battle
4596,Faithful Dog,DROP,Drop
4597,Wobbles,VENDOR,Vendor
4598,Coppers,VENDOR,Vendor
4455,Rak-Ush Threadling,VENDOR,Vendor
4456,Arachnoid Hatchling,WILDPET,Pet Battle
4457,Chitin Burrower,WILDPET,Pet Battle
4517,Waxwick,ACHIEVEMENT,Achievement
4518,Magmashell Crawler,WILDPET,Pet Battle
4519,Burntram,,
4520,Fathom Incher,QUEST,Quest
4524,Starkstripe Hopper,VENDOR,Vendor
4525,Fragrant Stonelamb,WILDPET,Pet Battle
4526,Sandstone Mosswool,WILDPET,Pet Battle
4586,Brown Leafbug,VENDOR,Vendor
4470,Oop'lajax,DROP,Drop
4471,Aubergine Scootlefish,WILDPET,Pet Battle
