id,name,source_type,source_name,faction
1600,Elusive Emerald Hawkstrider,QUEST,Quest,Horde
1563,Highland Drake,ACHIEVEMENT,Achievement,
1590,Windborne Velocidrake,ACHIEVEMENT,Achievement,
1742,Felcrystal Scorpion,TRADINGPOST,Trading Post,
1779,Felstorm Dragon,DROP,Drop,
1612,Loyal Magmammoth,VENDOR,Vendor,
1614,Stormtouched Bruffalon,ACHIEVEMENT,Achievement,
2090,Polly Roger,DROP,Drop,
1591,Cliffside Wylderdrake,ACHIEVEMENT,Achievement,
1627,Gooey Snailemental,DROP,Drop,
1660,Crimson Gladiator's Drake,ACHIEVEMENT,Achievement,
1615,Tamed Skitterfly,VENDOR,Vendor,
1739,Obsidian Gladiator's Slitherdrake,ACHIEVEMENT,Achievement,
1578,[DND] Test Mount JZB,VENDOR,Vendor,
1629,Scrappy Worldsnail,VENDOR,Vendor,
1679,Frostbrood Proto-Wyrm,PROMOTION,Promotion,
1781,Sulfur Hound,ACHIEVEMENT,Achievement,
1616,Azure Skitterfly,VENDOR,Vendor,
1617,Verdant Skitterfly,DROP,Drop,
1774,Valiance,DROP,Drop,
1633,Bestowed Trawling Mammoth,ACHIEVEMENT,Achievement,
1605,Dragon Isles Drake Model Test,ACHIEVEMENT,Achievement,
1579,Coral-Stalker Waveray,PROMOTION,Promotion,
1581,Nether-Gorged Greatwyrm,PETSTORE,In-Game Shop,
1618,Bestowed Sandskimmer,ACHIEVEMENT,Achievement,
1619,Ancient Salamanther,DROP,Drop,
1634,Mossy Mammoth,DROP,Drop,
1639,"Lizi, Thunderspine Tramper",QUEST,Quest,
1782,Perfected Juggernaut,DROP,Drop,
1621,Coralscale Salamanther,ACHIEVEMENT,Achievement,
1635,Plainswalker Bearer,WORLDEVENT,World Event,
1725,Inferno Armoredon,ACHIEVEMENT,Achievement,
1584,Colossal Plaguespew Mawrat,ACHIEVEMENT,Achievement,
1585,Colossal Wraithbound Mawrat,ACHIEVEMENT,Achievement,
1586,Armored Golden Pterrordax,TRADINGPOST,Trading Post,
1783,Scourgebound Vanquisher,DROP,Drop,
1622,Stormhide Salamanther,VENDOR,Vendor,
1656,Otto,QUEST,Quest,
1657,Brown Scouting Ottuk,VENDOR,Vendor,
1658,Ivory Trader's Ottuk,VENDOR,Vendor,
1659,Yellow Scouting Ottuk,VENDOR,Vendor,
1638,Explorer's Stonehide Packbeast,VENDOR,Vendor,
1785,Ancestral Clefthoof,TRADINGPOST,Trading Post,
1603,Subterranean Magmammoth,VENDOR,Vendor,
1572,Cosmic Gladiator's Soul Eater,ACHIEVEMENT,Achievement,
1644,Raging Magmammoth,ACHIEVEMENT,Achievement,
1740,Vicious War Snail,DROP,Drop,Alliance
1741,Vicious War Snail,DROP,Drop,Horde
1744,Grotto Netherwing Drake,QUEST,Quest,
1645,Renewed Magmammoth,DROP,Drop,
1788,Cliffside Wylderdrake,ACHIEVEMENT,Achievement,
1789,Winding Slitherdrake,ACHIEVEMENT,Achievement,
1569,Patient Bufonid,QUEST,Quest,
1570,Prototype Leaper,PROFESSION,Profession,
1773,Harbor Gryphon,QUEST,Quest,Alliance
1786,Renewed Proto-Drake,ACHIEVEMENT,Achievement,
1595,Cerulean Marsh Hopper,TRADINGPOST,Trading Post,
1792,Algarian Stormrider,PROMOTION,Promotion,
1794,Pattie,ACHIEVEMENT,Achievement,
1623,Seething Slug,DROP,Drop,
1571,Russet Bufonid,PROFESSION,Profession,
1594,"Jade, Bright Foreseer",PETSTORE,In-Game Shop,
1771,Highland Drake,ACHIEVEMENT,Achievement,
1776,White War Wolf,VENDOR,Vendor,
1564,Colossal Soulshredder Mawrat,ACHIEVEMENT,Achievement,
1580,Heartbond Lupine,PROFESSION,Profession,
1626,Shellack,ACHIEVEMENT,Achievement,
1596,Amalgam of Rage,PROMOTION,Promotion,
1602,Tuskarr Shoreglider,PROMOTION,Promotion,
1777,Ravenous Black Gryphon,DROP,Drop,
1607,Swift Spectral Drake,ACHIEVEMENT,Achievement,
1801,Verdant Armoredon,ACHIEVEMENT,Achievement,
1814,Shadow Dusk Dreamsaber,ACHIEVEMENT,Achievement,
1799,Eve's Ghastly Rider,VENDOR,Vendor,
1815,Winter Night Dreamsaber,DROP,Drop,
1816,Evening Sun Dreamsaber,VENDOR,Vendor,
1817,Morning Flourish Dreamsaber,VENDOR,Vendor,
1831,Verdant Gladiator's Slitherdrake,ACHIEVEMENT,Achievement,
1812,Runebound Firelord,PROMOTION,Promotion,
1818,"Anu'relos, Flame's Guidance",DROP,Drop,
1830,Flourishing Whimsydrake,QUEST,Quest,
1822,Draconic Gladiator's Drake,ACHIEVEMENT,Achievement,
1796,Whelpling,,,
1819,Vicious Moonbeast,DROP,Drop,Alliance
1820,Vicious Moonbeast,DROP,Drop,Horde
1808,Blossoming Dreamstag,VENDOR,Vendor,
1809,Suntouched Dreamstag,VENDOR,Vendor,
1810,Rekindled Dreamstag,VENDOR,Vendor,
1811,Lunar Dreamstag,VENDOR,Vendor,
1797,Ginormous Grrloc,PETSTORE,In-Game Shop,
1813,Mimiron's Jumpjets,WORLDEVENT,World Event,
1798,Azure Worldchiller,DROP,Drop,
646,Coldflame Infernal,DROP,Drop,
799,Flarecore Infernal,DROP,Drop,
2224,Frayfeather Hippogryph,VENDOR,Vendor,
2225,Amani Hunting Bear,VENDOR,Vendor,
2232,Savage Ebony Battle Turtle,PROMOTION,Promotion,
1959,Compass Rose,WORLDEVENT,World Event,
2152,Pearlescent Goblin Wave Shredder,TRADINGPOST,Trading Post,
2213,Shale Ramolith,VENDOR,Vendor,
2214,Slatestone Ramolith,ACHIEVEMENT,Achievement,
2218,Forged Gladiator's Fel Bat,VENDOR,Vendor,
2219,Sureki Skyrazor,DROP,Drop,
2222,Siesbarg,QUEST,Quest,
2223,Ascendant Skyrazor,DROP,Drop,
2235,Startouched Furline,PETSTORE,In-Game Shop,
2240,Plunderlord's Midnight Crocolisk,,,
2238,Plunderlord's Golden Crocolisk,TRADINGPOST,Trading Post,
2239,Keg Leg's Radiant Crocolisk,TRADINGPOST,Trading Post,
2241,Plunderlord's Weathered Crocolisk,TRADINGPOST,Trading Post,
2237,Grizzly Hills Packmaster,,,
2186,[PH] Blue Old God Fish Mount,TRADINGPOST,Trading Post,
2187,Underlight Shorestalker,TRADINGPOST,Trading Post,
2114,Zovaal's Soul Eater,ACHIEVEMENT,Achievement,
2035,Majestic Azure Peafowl,TRADINGPOST,Trading Post,
2036,Brilliant Sunburst Peafowl,TRADINGPOST,Trading Post,
2119,Stonevault Mechsuit,QUEST,Quest,
2091,Voyaging Wilderling,ACHIEVEMENT,Achievement,
1940,Salatrancer,VENDOR,Vendor,
2148,Smoldering Cinderbee,VENDOR,Vendor,
2244,Diamond Mechsuit,ACHIEVEMENT,Achievement,
2115,Soar,,,
2204,Wick,DROP,Drop,
2205,Ol' Mole Rufus,DROP,Drop,
2209,Crimson Mudnose,VENDOR,Vendor,
2211,Vicious Skyflayer,VENDOR,Vendor,Alliance
2150,Vicious Skyflayer,VENDOR,Vendor,Horde
1938,Mammyth,VENDOR,Vendor,
1939,Imagiwing,VENDOR,Vendor,
2188,"Kah, Legend of the Deep",TRADINGPOST,Trading Post,
2189,Underlight Corrupted Behemoth,TRADINGPOST,Trading Post,
2198,Kor'kron Warsaber,TRADINGPOST,Trading Post,
2199,Blackrock Warsaber,PROMOTION,Promotion,
2200,[PH] Nightsaber Horde Mount White,TRADINGPOST,Trading Post,
2201,Sentinel War Wolf,TRADINGPOST,Trading Post,
2202,[PH] Alliance Wolf Mount,TRADINGPOST,Trading Post,
2203,Kaldorei War Wolf,PROMOTION,Promotion,
2230,Ivory Goliathus,ACHIEVEMENT,Achievement,
2233,Earthen Ordinant's Ramolith,QUEST,Quest,
2064,Sky Surfer,VENDOR,Vendor,
2065,Daystorm Windsteed,VENDOR,Vendor,
1953,Grotto Netherwing Drake,QUEST,Quest,
1954,Flourishing Whimsydrake,QUEST,Quest,
2038,Clayscale Hornstrider,DROP,Drop,
2088,Riverwalker Mushan,VENDOR,Vendor,
2067,Forest Windsteed,VENDOR,Vendor,
2089,Palehide Mushan Beast,VENDOR,Vendor,
1837,Delugen,VENDOR,Vendor,
1838,Talont,VENDOR,Vendor,
1839,Stargrazer,VENDOR,Vendor,
2190,Shadow of Doubt,VENDOR,Vendor,
2191,Shackled Shadow,VENDOR,Vendor,
2192,Beledar's Spawn,DROP,Drop,
2193,Vermillion Imperial Lynx,VENDOR,Vendor,
2194,Dauntless Imperial Lynx,VENDOR,Vendor,
2068,Dashing Windsteed,VENDOR,Vendor,
2069,Feathered Windsurfer,VENDOR,Vendor,
2039,Savage Blue Battle Turtle,TRADINGPOST,Trading Post,
2142,August Phoenix,ACHIEVEMENT,Achievement,
2143,Astral Emperor's Serpent,ACHIEVEMENT,Achievement,
2070,Guardian Quilen,VENDOR,Vendor,
2071,Marble Quilen,VENDOR,Vendor,
2072,Gilded Riding Crane,VENDOR,Vendor,
2145,Kickin' Kezan Waveshredder,PETSTORE,In-Game Shop,
2073,Pale Riding Crane,VENDOR,Vendor,
2074,Rose Riding Crane,VENDOR,Vendor,
2075,Silver Riding Crane,VENDOR,Vendor,
2076,Luxurious Riding Crane,VENDOR,Vendor,
2077,Tropical Riding Crane,VENDOR,Vendor,
2078,Snowy Riding Goat,VENDOR,Vendor,
2080,Little Red Riding Goat,VENDOR,Vendor,
2171,Widow's Undercrawler,VENDOR,Vendor,
2172,Heritage Undercrawler,VENDOR,Vendor,
2174,Royal Court Undercrawler,VENDOR,Vendor,
2176,Alunira,DROP,Drop,
2177,Aquamarine Swarmite,VENDOR,Vendor,
2178,Nesting Swarmite,DROP,Drop,
2180,Shadowed Swarmite,ACHIEVEMENT,Achievement,
2181,Swarmite Skyhunter,ACHIEVEMENT,Achievement,
2184,Ferocious Jawcrawler,VENDOR,Vendor,
2081,Bloody Skyscreamer,VENDOR,Vendor,
2083,Night Pterrorwing,VENDOR,Vendor,
2144,Delver's Dirigible,QUEST,Quest,
2158,Crowd Pummeler 2-30,PROFESSION,Profession,
2159,Machine Defense Unit 1-11,ACHIEVEMENT,Achievement,
2162,Cyan Glowmite,VENDOR,Vendor,
2165,Soaring Meaderbee,VENDOR,Vendor,
2167,Raging Cinderbee,ACHIEVEMENT,Achievement,
1841,Crimson Glimmerfur,TRADINGPOST,Trading Post,
2084,Jade Pterrordax,VENDOR,Vendor,
2085,Cobalt Juggernaut,VENDOR,Vendor,
2086,Fel Iron Juggernaut,VENDOR,Vendor,
1956,Fur-endship Fox,TRADINGPOST,Trading Post,
1957,Soaring Sky Fox,PETSTORE,In-Game Shop,
1958,Twilight Sky Prowler,,,
2055,Infinite Armoredon,ACHIEVEMENT,Achievement,
2056,Vicious Dreamtalon,DROP,Drop,Alliance
2087,Purple Shado-Pan Riding Tiger,VENDOR,Vendor,
2116,Remembered Golden Gryphon,VENDOR,Vendor,Alliance
1949,Gilnean Prowler,QUEST,Quest,
2057,Vicious Dreamtalon,DROP,Drop,Horde
2117,Remembered Wind Rider,VENDOR,Vendor,Horde
2118,Amber Pterrordax,VENDOR,Vendor,
2023,Noble Flying Carpet,DROP,Drop,
1942,Jeweled Copper Scarab,TRADINGPOST,Trading Post,
1943,"Incognitro, the Indecipherable Felcycle",WORLDEVENT,World Event,
1944,Golden Regal Scarab,VENDOR,Vendor,
1941,Heartseeker Mana Ray,WORLDEVENT,World Event,
2060,Golden Discus,VENDOR,Vendor,
1947,Hateforged Blazecycle,PROMOTION,Promotion,
1948,Voidfire Deathcycle,VENDOR,Vendor,
2140,Charming Courier,PETSTORE,In-Game Shop,
2063,Mogu Hazeblazer,VENDOR,Vendor,
2262,Harmonious Salutations Bear,PROMOTION,Promotion,
2334,Bronze Goblin Waveshredder,,,
2249,Hand of Reshkigaal,TRADINGPOST,Trading Post,
2259,Gigantic Grrloc,PETSTORE,In-Game Shop,
2272,Crimson Armored Growler,VENDOR,Vendor,
2274,Blackwater Bonecrusher,,,
2276,Darkfuse Chompactor,,,
2277,Violet Armored Growler,VENDOR,Vendor,
2278,Flarendo the Furious,,,
2279,Thunderdrum Misfire,,,
2280,The Topskimmer Special,VENDOR,Vendor,
2281,Steamwheedle Supplier,,,
2283,Innovation Investigator,VENDOR,Vendor,
2284,Ochre Delivery Rocket,VENDOR,Vendor,
2286,Blackwater Shredder Deluxe Mk 2,VENDOR,Vendor,
2287,Darkfuse Demolisher,VENDOR,Vendor,
2288,Personalized Goblin S.C.R.A.P.per,DROP,Drop,
2289,Venture Co-ordinator,,,
2290,Asset Advocator,VENDOR,Vendor,
2291,Salvaged Goblin Gazillionaire's Flying Machine,DROP,Drop,
2292,Margin Manipulator,VENDOR,Vendor,
2293,Darkfuse Spy-Eye,QUEST,Quest,
2294,Mean Green Flying Machine,VENDOR,Vendor,
2295,Bilgewater Bombardier,,,
2476,Sha-Warped Cloud Serpent,PROMOTION,Promotion,
2477,Sha-Warped Riding Tiger,PROMOTION,Promotion,
2333,Soweezi's Vintage Waveshredder,,,
2469,Prismatic Snapdragon,,,
2526,Felborn Cormaera,PROMOTION,Promotion,
2527,Molten Cormaera,TRADINGPOST,Trading Post,
2496,Void-Scarred Gryphon,DROP,Drop,
2519,Radiant Imperial Lynx,VENDOR,Vendor,
2528,Lavaborn Cormaera,TRADINGPOST,Trading Post,
2470,Nightfall Skyreaver,VENDOR,Vendor,
2471,Ur'zul Fleshripper,VENDOR,Vendor,
2301,Unstable Rocket,,,
2302,Unstable Rocket,,,
2524,Coldflame Cormaera,TRADINGPOST,Trading Post,
2525,Prophet's Great Raven,PETSTORE,In-Game Shop,
2473,Broodling of Sinestra,VENDOR,Vendor,
2474,Copper-Maned Quilen,VENDOR,Vendor,
2478,Blazing Royal Fire Hawk,PROMOTION,Promotion,
2322,"Thrayir, Eyes of the Siren",,,
2507,Prototype A.S.M.R.,DROP,Drop,
2261,Coldflame Tempest,ACHIEVEMENT,Achievement,
2520,Spring Harvesthog,TRADINGPOST,Trading Post,
2521,Summer Harvesthog,TRADINGPOST,Trading Post,
2522,Winter Harvesthog,TRADINGPOST,Trading Post,
2523,Autumn Harvesthog,TRADINGPOST,Trading Post,
2315,Timbered Sky Snake,PETSTORE,In-Game Shop,
2317,Enchanted Spellweave Carpet,VENDOR,Vendor,
2321,Timely Buzzbee,,,
2347,Savage Alabaster Battle Turtle,TRADINGPOST,Trading Post,
2324,Hooktalon,DROP,Drop,
2332,The Breaker's Song,,,
2298,Prized Gladiator's Fel Bat,ACHIEVEMENT,Achievement,
2299,Vicious Electro Eel,,,Horde
2300,Vicious Electro Eel,,,Alliance
2529,Archmage's Great Raven,PETSTORE,In-Game Shop,
2600,Unarmored Deathtusk Felboar,TRADINGPOST,Trading Post,
2489,Pearlescent Butterfly,TRADINGPOST,Trading Post,
2491,Ruby Butterfly,TRADINGPOST,Trading Post,
2492,Spring Butterfly,TRADINGPOST,Trading Post,
2494,Midnight Butterfly,TRADINGPOST,Trading Post,
2480,Crimson Shreddertank,ACHIEVEMENT,Achievement,
2304,Chaos-Forged Gryphon,PETSTORE,In-Game Shop,
2305,Chaos-Forged Hippogryph,PETSTORE,In-Game Shop,
2307,Chaos-Forged Dreadwing,PETSTORE,In-Game Shop,
2308,Chaos-Forged Wind Rider,PETSTORE,In-Game Shop,
2488,Shimmermist Free Runner,TRADINGPOST,Trading Post,
2495,Emerald Snail,TRADINGPOST,Trading Post,
2508,Enterprising Shreddertank,ACHIEVEMENT,Achievement,
2255,Golden Ashes of Al'ar,PROMOTION,Promotion,
2518,Chrono Corsair,ACHIEVEMENT,Achievement,
2575,Grandmaster's Prophetic Board,TRADINGPOST,Trading Post,
2576,Grandmaster's Deep Board,TRADINGPOST,Trading Post,
2265,Trader's Gilded Brutosaur,PETSTORE,In-Game Shop,
2531,Tyrannotort,ACHIEVEMENT,Achievement,
2577,Grandmaster's Royal Board,TRADINGPOST,Trading Post,
2578,Grandmaster's Smokey Board,TRADINGPOST,Trading Post,
2579,Forsaken's Grotesque Charger,TRADINGPOST,Trading Post,
2580,Wailing Banshee's Charger,TRADINGPOST,Trading Post,
2581,Banshee's Sickening Charger,TRADINGPOST,Trading Post,
2582,Shaohao's Sage Serpent,PROMOTION,Promotion,
2313,Junkmaestro's Magnetomech,ACHIEVEMENT,Achievement,
2481,Midnight Darkmoon Charger,TRADINGPOST,Trading Post,
2482,Lively Darkmoon Charger,TRADINGPOST,Trading Post,
2342,Meeksi Rufflefur,PETSTORE,In-Game Shop,
2343,Meeksi Softpaw,PETSTORE,In-Game Shop,
2344,Meeksi Rollingpaw,PETSTORE,In-Game Shop,
2483,Violet Darkmoon Charger,TRADINGPOST,Trading Post,
2484,Snowy Darkmoon Charger,TRADINGPOST,Trading Post,
2345,Meeksi Teatuft,PETSTORE,In-Game Shop,
2346,Meeksi Brewthief,PETSTORE,In-Game Shop,
2296,Delver's Gob-Trotter,QUEST,Quest,
2303,Violet Goblin Shredder,DROP,Drop,
2328,Love Witch's Sweeper,DROP,Drop,
2329,Silvermoon Sweeper,TRADINGPOST,Trading Post,
2330,Twilight Witch's Sweeper,PETSTORE,In-Game Shop,
2331,Sky Witch's Sweeper,PETSTORE,In-Game Shop,
2504,Spotted Black Riding Goat,TRADINGPOST,Trading Post,
2487,The Big G,PROFESSION,Profession,
2604,OC91 Chariot,ACHIEVEMENT,Achievement,
2497,Void-Forged Stallion,DROP,Drop,
2498,Void-Scarred Pack Mother,DROP,Drop,
2535,Void-Scarred Lynx,,,
2499,Void-Scarred Windrider,DROP,Drop,
2500,Ny'alothan Shadow Worm,ACHIEVEMENT,Achievement,
2501,Corruption of the Aspects,VENDOR,Vendor,
2502,Void-Crystal Panther,PROFESSION,Profession,
2339,Jani's Trashpile,,,
2586,Moonlit Nightsaber,VENDOR,Vendor,
2587,Ivory Savagemane,,,
2327,Lunar Launcher,VENDOR,Vendor,
2605,Inarius' Charger,DROP,Drop,
2572,Banshee's Chilling Charger,TRADINGPOST,Trading Post,
